,text,sentiment
612,"excellent quality, easy to use. perfect screen size and picture quality. Not slow at all. very efficient.",POSITIVE
613,"Outstanding product at a great price. I previously hand a Kindle reader and the 7"" Fire is a much improved product.",POSITIVE
614,"My second Alexa, easy to set up and simple to use. Very pleased with purchase.",POSITIVE
615,Good item and also good price. My son and I like this!!,POSITIVE
616,Last minute online purchase before taking my daughter on a trip. It was ready for pick up in an hour and kept her entertained the entire ride.,POSITIVE
617,Good and smooth speed. Long battery with quick charge,POSITIVE
618,"Great for reading, watching movies, using on the go",POSITIVE
619,"Does all the basic stuff I need at a great price. I use it for some apps, web browsing and some video. Picked this over the Fire 7"" for the screen size, resolution and CPU/GPU. Battery life is pretty good. Ads aren't too annoying.Far cheaper than competing name-brand budget tablets while doing almost everything needed at this level and probably better supported. FireOS will always be a little behind the current Android version and I'd rather have Google Play than Amazon, but this still allows for side-loading stuff.Recommend if you're ok with living in Amazon's world and/or proficient enough to load other app stores or packages (or know somebody can).",POSITIVE
620,Good but setup to enable voice control only on iOS is unclear.,MIXED
621,It worked perfectly!!,POSITIVE
622,everything from hest buy is working perfect i like that,POSITIVE
623,My granddaughter really loves it. She was so anxious to start using it.,POSITIVE
624,"Very cool device in general, and becomes even more convenient with every smart device you add to this system. I think the Google Home is smarter, but it's cooler to say, ""Alexa..."" vs. ""Ok/Hey Google...""",POSITIVE
625,Nothing fancy. A good budget tablet that does what It suppose to do,MIXED
626,I enjoy this tablet. Since I am an Amazon customer it was fairly easy to set up once I entered my amazon ID.,POSITIVE
627,The Kindle Fire I purchased at Best Buy is awesome for people to read books online and search the web. It is one of a kind!,POSITIVE
628,"It's a great tablet, I ended up buying two more!!!",POSITIVE
629,We already saved money purchasing this and getting rid of direct tv monthly charges,POSITIVE
630,We're happy with Alexa. We shuttle it from place to place without a problem. I just had higher expectations but we still enjoy it.,POSITIVE
631,Alexa works great with music. Just wish you didn't need premium spotty to use it on alexa.,MIXED
632,No prob loved it highly recommend. Easy to transport. Great graphics.,POSITIVE
633,"Excellent purchase, satisfied my needs for entertaining television!",POSITIVE
634,Price was right and works like a champ. Bought for my mom and she loves it,POSITIVE
635,"I use my Kindle fire HD 10 in 3 ways 1 for reading Kindle books, 2 for streaming TV shows or movies while riding my exercise bike, 3 to surf the internet.",NEUTRAL
636,Excellent echo radio....good invented....nice product..,POSITIVE
637,I bought this Kindle primarily for traveling and quickly fell in love with it. I love the appearance and weight.,POSITIVE
638,Quick and light good for car rides plenty of apps and easy for my 2year old to use,POSITIVE
639,Bought this for my niece for Christmas. I'm sure she will love it!,POSITIVE
640,What else can I say? I can finally watch 4K content on my TV. The firetv is ever bit as good as the firestick.,POSITIVE
641,Working good and easy operation. Better than stick,POSITIVE
642,Best purchases I've made when it comes to items for reading. Battery lasts for days and weeks. The lighting source is awesome and adjustable. I recommend this to everyone who wants to have a book on the go but not carry anything too heavy.,POSITIVE
643,"I had to replace my Kindle 3G keyboard after several years because it would no longer charge. So I got this one and I'm satisfied, but I really miss my 3G. The only feature that's better in the newer Kindle is the light. Turning pages is my main complaint with the touch screen. It sometimes doesn't register the touch and you have to do it again. Also going back a page is a pain. Supposedly the left 25% of the screen is for going back, but it seems like the left 10% at best and just to be safe I press on the very edge. I miss the buttons for turning pages.I also miss the 3G even though I didn't use it all that often. Now I just need to make sure I plan ahead on road trips.",NEGATIVE
644,This is the kindle to buy. Great resolution and a backlight is great. The higher end Kindle's don't justify the price difference. Use it all time time and love it.,POSITIVE
645,I AM GLAD I GOT ONE FOR CHRISTMAS E A SECOND ONE FOR NEW YEARS!!,POSITIVE
646,For the price guy cannot beat it great for watching videos or streaming television.,POSITIVE
647,The People I purchased this for during Christmas Holiday LOVED IT...,POSITIVE
648,This is an excellent product at a great price. Shipping was great and got here really quick. Product itself is incredible and makes reading very easy and comfortable. Easy on eyes whether in the dark or in bright sunlight.,POSITIVE
649,"Bought this for access to Amazon programming and I'm liking it better than my Apple TV. I don't have the newest Apple TV, so I can't comment on that product, but this one is fast and has a couple of key buttons on the remote that make navigating easier than my apple. I also love the 4K content streaming perfectly!",POSITIVE
